date,closing_price,clolag_1,price_diff,prilag_1,prilag_2,prilag_3,prilag_4,prilag_5
2023-07-11,99.62,98.52,1.1000000000000085,-0.21000000000000796,-1.7000000000000028,-1.3499999999999943,-0.5,1.3400000000000034
2023-07-12,99.15,99.62,-0.46999999999999886,1.1000000000000085,-0.21000000000000796,-1.7000000000000028,-1.3499999999999943,-0.5
2023-07-13,100.62,99.15,1.4699999999999989,-0.46999999999999886,1.1000000000000085,-0.21000000000000796,-1.7000000000000028,-1.3499999999999943
2023-07-14,101.33,100.62,0.7099999999999937,1.4699999999999989,-0.46999999999999886,1.1000000000000085,-0.21000000000000796,-1.7000000000000028
2023-07-17,101.87,101.33,0.5400000000000063,0.7099999999999937,1.4699999999999989,-0.46999999999999886,1.1000000000000085,-0.21000000000000796
2023-07-18,102.57,101.87,0.6999999999999886,0.5400000000000063,0.7099999999999937,1.4699999999999989,-0.46999999999999886,1.1000000000000085
2023-07-19,104.65,102.57,2.0800000000000125,0.6999999999999886,0.5400000000000063,0.7099999999999937,1.4699999999999989,-0.46999999999999886
2023-07-20,105.25,104.65,0.5999999999999943,2.0800000000000125,0.6999999999999886,0.5400000000000063,0.7099999999999937,1.4699999999999989
2023-07-21,104.55,105.25,-0.7000000000000028,0.5999999999999943,2.0800000000000125,0.6999999999999886,0.5400000000000063,0.7099999999999937
2023-07-24,104.43,104.55,-0.11999999999999034,-0.7000000000000028,0.5999999999999943,2.0800000000000125,0.6999999999999886,0.5400000000000063
2023-07-25,104.2,104.43,-0.23000000000000398,-0.11999999999999034,-0.7000000000000028,0.5999999999999943,2.0800000000000125,0.6999999999999886
2023-07-26,105.0,104.2,0.7999999999999972,-0.23000000000000398,-0.11999999999999034,-0.7000000000000028,0.5999999999999943,2.0800000000000125
2023-07-27,106.53,105.0,1.5300000000000011,0.7999999999999972,-0.23000000000000398,-0.11999999999999034,-0.7000000000000028,0.5999999999999943
2023-07-28,105.5,106.53,-1.0300000000000011,1.5300000000000011,0.7999999999999972,-0.23000000000000398,-0.11999999999999034,-0.7000000000000028
2023-07-31,105.71,105.5,0.20999999999999375,-1.0300000000000011,1.5300000000000011,0.7999999999999972,-0.23000000000000398,-0.11999999999999034
2023-08-01,105.85,105.71,0.14000000000000057,0.20999999999999375,-1.0300000000000011,1.5300000000000011,0.7999999999999972,-0.23000000000000398
2023-08-02,103.46,105.85,-2.3900000000000006,0.14000000000000057,0.20999999999999375,-1.0300000000000011,1.5300000000000011,0.7999999999999972
2023-08-03,102.46,103.46,-1.0,-2.3900000000000006,0.14000000000000057,0.20999999999999375,-1.0300000000000011,1.5300000000000011
2023-08-04,101.87,102.46,-0.5899999999999892,-1.0,-2.3900000000000006,0.14000000000000057,0.20999999999999375,-1.0300000000000011
2023-08-07,101.85,101.87,-0.020000000000010232,-0.5899999999999892,-1.0,-2.3900000000000006,0.14000000000000057,0.20999999999999375
2023-08-08,102.21,101.85,0.35999999999999943,-0.020000000000010232,-0.5899999999999892,-1.0,-2.3900000000000006,0.14000000000000057
2023-08-09,104.85,102.21,2.6400000000000006,0.35999999999999943,-0.020000000000010232,-0.5899999999999892,-1.0,-2.3900000000000006
2023-08-10,104.47,104.85,-0.37999999999999545,2.6400000000000006,0.35999999999999943,-0.020000000000010232,-0.5899999999999892,-1.0
2023-08-11,104.4,104.47,-0.06999999999999318,-0.37999999999999545,2.6400000000000006,0.35999999999999943,-0.020000000000010232,-0.5899999999999892
2023-08-14,103.7,104.4,-0.7000000000000028,-0.06999999999999318,-0.37999999999999545,2.6400000000000006,0.35999999999999943,-0.020000000000010232
2023-08-15,103.51,103.7,-0.18999999999999773,-0.7000000000000028,-0.06999999999999318,-0.37999999999999545,2.6400000000000006,0.35999999999999943
2023-08-16,99.79,103.51,-3.719999999999999,-0.18999999999999773,-0.7000000000000028,-0.06999999999999318,-0.37999999999999545,2.6400000000000006
2023-08-17,99.65,99.79,-0.14000000000000057,-3.719999999999999,-0.18999999999999773,-0.7000000000000028,-0.06999999999999318,-0.37999999999999545
2023-08-18,99.05,99.65,-0.6000000000000085,-0.14000000000000057,-3.719999999999999,-0.18999999999999773,-0.7000000000000028,-0.06999999999999318
2023-08-21,98.45,99.05,-0.5999999999999943,-0.6000000000000085,-0.14000000000000057,-3.719999999999999,-0.18999999999999773,-0.7000000000000028
2023-08-22,98.67,98.45,0.21999999999999886,-0.5999999999999943,-0.6000000000000085,-0.14000000000000057,-3.719999999999999,-0.18999999999999773
2023-08-23,99.45,98.67,0.7800000000000011,0.21999999999999886,-0.5999999999999943,-0.6000000000000085,-0.14000000000000057,-3.719999999999999
2023-08-24,100.61,99.45,1.1599999999999966,0.7800000000000011,0.21999999999999886,-0.5999999999999943,-0.6000000000000085,-0.14000000000000057
2023-08-25,99.57,100.61,-1.0400000000000063,1.1599999999999966,0.7800000000000011,0.21999999999999886,-0.5999999999999943,-0.6000000000000085
2023-08-28,100.78,99.57,1.210000000000008,-1.0400000000000063,1.1599999999999966,0.7800000000000011,0.21999999999999886,-0.5999999999999943
2023-08-29,101.03,100.78,0.25,1.210000000000008,-1.0400000000000063,1.1599999999999966,0.7800000000000011,0.21999999999999886
2023-08-30,101.84,101.03,0.8100000000000023,0.25,1.210000000000008,-1.0400000000000063,1.1599999999999966,0.7800000000000011
2023-08-31,102.18,101.84,0.3400000000000034,0.8100000000000023,0.25,1.210000000000008,-1.0400000000000063,1.1599999999999966
2023-09-01,101.35,102.18,-0.8300000000000125,0.3400000000000034,0.8100000000000023,0.25,1.210000000000008,-1.0400000000000063
2023-09-04,102.01,101.35,0.6600000000000108,-0.8300000000000125,0.3400000000000034,0.8100000000000023,0.25,1.210000000000008
2023-09-05,102.22,102.01,0.20999999999999375,0.6600000000000108,-0.8300000000000125,0.3400000000000034,0.8100000000000023,0.25
2023-09-06,101.51,102.22,-0.7099999999999937,0.20999999999999375,0.6600000000000108,-0.8300000000000125,0.3400000000000034,0.8100000000000023
2023-09-07,100.9,101.51,-0.6099999999999994,-0.7099999999999937,0.20999999999999375,0.6600000000000108,-0.8300000000000125,0.3400000000000034
2023-09-08,100.81,100.9,-0.09000000000000341,-0.6099999999999994,-0.7099999999999937,0.20999999999999375,0.6600000000000108,-0.8300000000000125
2023-09-11,102.04,100.81,1.230000000000004,-0.09000000000000341,-0.6099999999999994,-0.7099999999999937,0.20999999999999375,0.6600000000000108
2023-09-12,102.11,102.04,0.06999999999999318,1.230000000000004,-0.09000000000000341,-0.6099999999999994,-0.7099999999999937,0.20999999999999375
2023-09-13,101.7,102.11,-0.4099999999999966,0.06999999999999318,1.230000000000004,-0.09000000000000341,-0.6099999999999994,-0.7099999999999937
2023-09-14,102.13,101.7,0.4299999999999926,-0.4099999999999966,0.06999999999999318,1.230000000000004,-0.09000000000000341,-0.6099999999999994
2023-09-15,103.16,102.13,1.0300000000000011,0.4299999999999926,-0.4099999999999966,0.06999999999999318,1.230000000000004,-0.09000000000000341
2023-09-18,102.63,103.16,-0.5300000000000011,1.0300000000000011,0.4299999999999926,-0.4099999999999966,0.06999999999999318,1.230000000000004
2023-09-19,102.13,102.63,-0.5,-0.5300000000000011,1.0300000000000011,0.4299999999999926,-0.4099999999999966,0.06999999999999318
2023-09-20,101.84,102.13,-0.28999999999999204,-0.5,-0.5300000000000011,1.0300000000000011,0.4299999999999926,-0.4099999999999966
2023-09-21,100.08,101.84,-1.7600000000000051,-0.28999999999999204,-0.5,-0.5300000000000011,1.0300000000000011,0.4299999999999926
2023-09-22,100.06,100.08,-0.01999999999999602,-1.7600000000000051,-0.28999999999999204,-0.5,-0.5300000000000011,1.0300000000000011
2023-09-25,99.88,100.06,-0.18000000000000682,-0.01999999999999602,-1.7600000000000051,-0.28999999999999204,-0.5,-0.5300000000000011
2023-09-26,100.08,99.88,0.20000000000000284,-0.18000000000000682,-0.01999999999999602,-1.7600000000000051,-0.28999999999999204,-0.5
2023-09-27,100.53,100.08,0.45000000000000284,0.20000000000000284,-0.18000000000000682,-0.01999999999999602,-1.7600000000000051,-0.28999999999999204
2023-09-28,99.95,100.53,-0.5799999999999983,0.45000000000000284,0.20000000000000284,-0.18000000000000682,-0.01999999999999602,-1.7600000000000051
2023-09-29,99.97,99.95,0.01999999999999602,-0.5799999999999983,0.45000000000000284,0.20000000000000284,-0.18000000000000682,-0.01999999999999602
2023-10-02,99.85,99.97,-0.12000000000000455,0.01999999999999602,-0.5799999999999983,0.45000000000000284,0.20000000000000284,-0.18000000000000682
2023-10-03,99.69,99.85,-0.1599999999999966,-0.12000000000000455,0.01999999999999602,-0.5799999999999983,0.45000000000000284,0.20000000000000284
2023-10-04,98.09,99.69,-1.5999999999999943,-0.1599999999999966,-0.12000000000000455,0.01999999999999602,-0.5799999999999983,0.45000000000000284
2023-10-05,98.98,98.09,0.8900000000000006,-1.5999999999999943,-0.1599999999999966,-0.12000000000000455,0.01999999999999602,-0.5799999999999983
2023-10-06,100.04,98.98,1.0600000000000023,0.8900000000000006,-1.5999999999999943,-0.1599999999999966,-0.12000000000000455,0.01999999999999602
2023-10-09,100.03,100.04,-0.010000000000005116,1.0600000000000023,0.8900000000000006,-1.5999999999999943,-0.1599999999999966,-0.12000000000000455
2023-10-10,100.7,100.03,0.6700000000000017,-0.010000000000005116,1.0600000000000023,0.8900000000000006,-1.5999999999999943,-0.1599999999999966
2023-10-11,100.64,100.7,-0.060000000000002274,0.6700000000000017,-0.010000000000005116,1.0600000000000023,0.8900000000000006,-1.5999999999999943
2023-10-12,101.6,100.64,0.9599999999999937,-0.060000000000002274,0.6700000000000017,-0.010000000000005116,1.0600000000000023,0.8900000000000006
2023-10-13,100.97,101.6,-0.6299999999999955,0.9599999999999937,-0.060000000000002274,0.6700000000000017,-0.010000000000005116,1.0600000000000023
2023-10-16,100.67,100.97,-0.29999999999999716,-0.6299999999999955,0.9599999999999937,-0.060000000000002274,0.6700000000000017,-0.010000000000005116
2023-10-17,101.2,100.67,0.5300000000000011,-0.29999999999999716,-0.6299999999999955,0.9599999999999937,-0.060000000000002274,0.6700000000000017
2023-10-18,101.42,101.2,0.21999999999999886,0.5300000000000011,-0.29999999999999716,-0.6299999999999955,0.9599999999999937,-0.060000000000002274
2023-10-19,99.78,101.42,-1.6400000000000006,0.21999999999999886,0.5300000000000011,-0.29999999999999716,-0.6299999999999955,0.9599999999999937
2023-10-20,98.75,99.78,-1.0300000000000011,-1.6400000000000006,0.21999999999999886,0.5300000000000011,-0.29999999999999716,-0.6299999999999955
2023-10-23,97.82,98.75,-0.9300000000000068,-1.0300000000000011,-1.6400000000000006,0.21999999999999886,0.5300000000000011,-0.29999999999999716
2023-10-24,98.07,97.82,0.25,-0.9300000000000068,-1.0300000000000011,-1.6400000000000006,0.21999999999999886,0.5300000000000011
2023-10-25,97.35,98.07,-0.7199999999999989,0.25,-0.9300000000000068,-1.0300000000000011,-1.6400000000000006,0.21999999999999886
2023-10-26,97.0,97.35,-0.3499999999999943,-0.7199999999999989,0.25,-0.9300000000000068,-1.0300000000000011,-1.6400000000000006
2023-10-27,97.8,97.0,0.7999999999999972,-0.3499999999999943,-0.7199999999999989,0.25,-0.9300000000000068,-1.0300000000000011
2023-10-30,96.22,97.8,-1.5799999999999983,0.7999999999999972,-0.3499999999999943,-0.7199999999999989,0.25,-0.9300000000000068
2023-10-31,96.56,96.22,0.3400000000000034,-1.5799999999999983,0.7999999999999972,-0.3499999999999943,-0.7199999999999989,0.25
2023-11-01,96.87,96.56,0.3100000000000023,0.3400000000000034,-1.5799999999999983,0.7999999999999972,-0.3499999999999943,-0.7199999999999989
2023-11-02,98.43,96.87,1.5600000000000023,0.3100000000000023,0.3400000000000034,-1.5799999999999983,0.7999999999999972,-0.3499999999999943
2023-11-03,99.93,98.43,1.5,1.5600000000000023,0.3100000000000023,0.3400000000000034,-1.5799999999999983,0.7999999999999972
2023-11-06,100.42,99.93,0.4899999999999949,1.5,1.5600000000000023,0.3100000000000023,0.3400000000000034,-1.5799999999999983
2023-11-07,100.01,100.42,-0.4099999999999966,0.4899999999999949,1.5,1.5600000000000023,0.3100000000000023,0.3400000000000034
2023-11-08,100.69,100.01,0.6799999999999926,-0.4099999999999966,0.4899999999999949,1.5,1.5600000000000023,0.3100000000000023
2023-11-09,102.11,100.69,1.4200000000000017,0.6799999999999926,-0.4099999999999966,0.4899999999999949,1.5,1.5600000000000023
2023-11-10,101.32,102.11,-0.7900000000000063,1.4200000000000017,0.6799999999999926,-0.4099999999999966,0.4899999999999949,1.5
2023-11-13,101.31,101.32,-0.009999999999990905,-0.7900000000000063,1.4200000000000017,0.6799999999999926,-0.4099999999999966,0.4899999999999949
2023-11-14,102.28,101.31,0.9699999999999989,-0.009999999999990905,-0.7900000000000063,1.4200000000000017,0.6799999999999926,-0.4099999999999966
2023-11-15,102.15,102.28,-0.12999999999999545,0.9699999999999989,-0.009999999999990905,-0.7900000000000063,1.4200000000000017,0.6799999999999926
2023-11-16,102.29,102.15,0.14000000000000057,-0.12999999999999545,0.9699999999999989,-0.009999999999990905,-0.7900000000000063,1.4200000000000017
2023-11-17,102.47,102.29,0.1799999999999926,0.14000000000000057,-0.12999999999999545,0.9699999999999989,-0.009999999999990905,-0.7900000000000063
2023-11-20,103.17,102.47,0.7000000000000028,0.1799999999999926,0.14000000000000057,-0.12999999999999545,0.9699999999999989,-0.009999999999990905
2023-11-21,103.7,103.17,0.5300000000000011,0.7000000000000028,0.1799999999999926,0.14000000000000057,-0.12999999999999545,0.9699999999999989
2023-11-22,103.8,103.7,0.09999999999999432,0.5300000000000011,0.7000000000000028,0.1799999999999926,0.14000000000000057,-0.12999999999999545
2023-11-23,102.96,103.8,-0.8400000000000034,0.09999999999999432,0.5300000000000011,0.7000000000000028,0.1799999999999926,0.14000000000000057
2023-11-24,103.69,102.96,0.730000000000004,-0.8400000000000034,0.09999999999999432,0.5300000000000011,0.7000000000000028,0.1799999999999926
2023-11-27,102.61,103.69,-1.0799999999999983,0.730000000000004,-0.8400000000000034,0.09999999999999432,0.5300000000000011,0.7000000000000028
2023-11-28,103.34,102.61,0.730000000000004,-1.0799999999999983,0.730000000000004,-0.8400000000000034,0.09999999999999432,0.5300000000000011
2023-11-29,103.33,103.34,-0.010000000000005116,0.730000000000004,-1.0799999999999983,0.730000000000004,-0.8400000000000034,0.09999999999999432
2023-11-30,104.66,103.33,1.3299999999999983,-0.010000000000005116,0.730000000000004,-1.0799999999999983,0.730000000000004,-0.8400000000000034
2023-12-01,104.19,104.66,-0.46999999999999886,1.3299999999999983,-0.010000000000005116,0.730000000000004,-1.0799999999999983,0.730000000000004
2023-12-04,105.12,104.19,0.9300000000000068,-0.46999999999999886,1.3299999999999983,-0.010000000000005116,0.730000000000004,-1.0799999999999983
2023-12-05,104.71,105.12,-0.4100000000000108,0.9300000000000068,-0.46999999999999886,1.3299999999999983,-0.010000000000005116,0.730000000000004
2023-12-06,106.34,104.71,1.6300000000000097,-0.4100000000000108,0.9300000000000068,-0.46999999999999886,1.3299999999999983,-0.010000000000005116
2023-12-07,106.27,106.34,-0.07000000000000739,1.6300000000000097,-0.4100000000000108,0.9300000000000068,-0.46999999999999886,1.3299999999999983
2023-12-08,106.44,106.27,0.1700000000000017,-0.07000000000000739,1.6300000000000097,-0.4100000000000108,0.9300000000000068,-0.46999999999999886
2023-12-11,106.94,106.44,0.5,0.1700000000000017,-0.07000000000000739,1.6300000000000097,-0.4100000000000108,0.9300000000000068
2023-12-12,107.41,106.94,0.46999999999999886,0.5,0.1700000000000017,-0.07000000000000739,1.6300000000000097,-0.4100000000000108
2023-12-13,108.15,107.41,0.7400000000000091,0.46999999999999886,0.5,0.1700000000000017,-0.07000000000000739,1.6300000000000097
2023-12-14,109.52,108.15,1.3699999999999903,0.7400000000000091,0.46999999999999886,0.5,0.1700000000000017,-0.07000000000000739
2023-12-15,110.07,109.52,0.5499999999999972,1.3699999999999903,0.7400000000000091,0.46999999999999886,0.5,0.1700000000000017
2023-12-18,110.0,110.07,-0.06999999999999318,0.5499999999999972,1.3699999999999903,0.7400000000000091,0.46999999999999886,0.5
2023-12-19,110.6,110.0,0.5999999999999943,-0.06999999999999318,0.5499999999999972,1.3699999999999903,0.7400000000000091,0.46999999999999886
2023-12-20,110.97,110.6,0.37000000000000455,0.5999999999999943,-0.06999999999999318,0.5499999999999972,1.3699999999999903,0.7400000000000091
2023-12-21,110.56,110.97,-0.4099999999999966,0.37000000000000455,0.5999999999999943,-0.06999999999999318,0.5499999999999972,1.3699999999999903
2023-12-22,110.5,110.56,-0.060000000000002274,-0.4099999999999966,0.37000000000000455,0.5999999999999943,-0.06999999999999318,0.5499999999999972
2023-12-27,111.19,110.5,0.6899999999999977,-0.060000000000002274,-0.4099999999999966,0.37000000000000455,0.5999999999999943,-0.06999999999999318
2023-12-28,112.29,111.19,1.1000000000000085,0.6899999999999977,-0.060000000000002274,-0.4099999999999966,0.37000000000000455,0.5999999999999943
2023-12-29,111.8,112.29,-0.4900000000000091,1.1000000000000085,0.6899999999999977,-0.060000000000002274,-0.4099999999999966,0.37000000000000455
2024-01-02,113.61,111.8,1.8100000000000023,-0.4900000000000091,1.1000000000000085,0.6899999999999977,-0.060000000000002274,-0.4099999999999966
2024-01-03,112.13,113.61,-1.480000000000004,1.8100000000000023,-0.4900000000000091,1.1000000000000085,0.6899999999999977,-0.060000000000002274
2024-01-04,111.49,112.13,-0.6400000000000006,-1.480000000000004,1.8100000000000023,-0.4900000000000091,1.1000000000000085,0.6899999999999977
2024-01-05,112.99,111.49,1.5,-0.6400000000000006,-1.480000000000004,1.8100000000000023,-0.4900000000000091,1.1000000000000085
2024-01-08,111.98,112.99,-1.009999999999991,1.5,-0.6400000000000006,-1.480000000000004,1.8100000000000023,-0.4900000000000091
2024-01-09,113.02,111.98,1.039999999999992,-1.009999999999991,1.5,-0.6400000000000006,-1.480000000000004,1.8100000000000023
2024-01-10,112.04,113.02,-0.9799999999999898,1.039999999999992,-1.009999999999991,1.5,-0.6400000000000006,-1.480000000000004
2024-01-11,113.6,112.04,1.559999999999988,-0.9799999999999898,1.039999999999992,-1.009999999999991,1.5,-0.6400000000000006
2024-01-12,113.63,113.6,0.030000000000001137,1.559999999999988,-0.9799999999999898,1.039999999999992,-1.009999999999991,1.5
2024-01-15,113.66,113.63,0.030000000000001137,0.030000000000001137,1.559999999999988,-0.9799999999999898,1.039999999999992,-1.009999999999991
2024-01-16,113.0,113.66,-0.6599999999999966,0.030000000000001137,0.030000000000001137,1.559999999999988,-0.9799999999999898,1.039999999999992
2024-01-17,112.33,113.0,-0.6700000000000017,-0.6599999999999966,0.030000000000001137,0.030000000000001137,1.559999999999988,-0.9799999999999898
2024-01-18,112.48,112.33,0.15000000000000568,-0.6700000000000017,-0.6599999999999966,0.030000000000001137,0.030000000000001137,1.559999999999988
2024-01-19,113.28,112.48,0.7999999999999972,0.15000000000000568,-0.6700000000000017,-0.6599999999999966,0.030000000000001137,0.030000000000001137
2024-01-22,114.8,113.28,1.519999999999996,0.7999999999999972,0.15000000000000568,-0.6700000000000017,-0.6599999999999966,0.030000000000001137
2024-01-23,115.66,114.8,0.8599999999999994,1.519999999999996,0.7999999999999972,0.15000000000000568,-0.6700000000000017,-0.6599999999999966
2024-01-24,114.7,115.66,-0.9599999999999937,0.8599999999999994,1.519999999999996,0.7999999999999972,0.15000000000000568,-0.6700000000000017
2024-01-25,114.86,114.7,0.1599999999999966,-0.9599999999999937,0.8599999999999994,1.519999999999996,0.7999999999999972,0.15000000000000568
2024-01-29,115.92,114.86,1.0600000000000023,0.1599999999999966,-0.9599999999999937,0.8599999999999994,1.519999999999996,0.7999999999999972
2024-01-30,116.05,115.92,0.12999999999999545,1.0600000000000023,0.1599999999999966,-0.9599999999999937,0.8599999999999994,1.519999999999996
2024-01-31,117.53,116.05,1.480000000000004,0.12999999999999545,1.0600000000000023,0.1599999999999966,-0.9599999999999937,0.8599999999999994
2024-02-01,114.1,117.53,-3.430000000000007,1.480000000000004,0.12999999999999545,1.0600000000000023,0.1599999999999966,-0.9599999999999937
2024-02-02,115.81,114.1,1.710000000000008,-3.430000000000007,1.480000000000004,0.12999999999999545,1.0600000000000023,0.1599999999999966
2024-02-05,115.48,115.81,-0.3299999999999983,1.710000000000008,-3.430000000000007,1.480000000000004,0.12999999999999545,1.0600000000000023
2024-02-06,114.37,115.48,-1.1099999999999994,-0.3299999999999983,1.710000000000008,-3.430000000000007,1.480000000000004,0.12999999999999545
2024-02-07,114.55,114.37,0.1799999999999926,-1.1099999999999994,-0.3299999999999983,1.710000000000008,-3.430000000000007,1.480000000000004
2024-02-08,115.87,114.55,1.3200000000000074,0.1799999999999926,-1.1099999999999994,-0.3299999999999983,1.710000000000008,-3.430000000000007
2024-02-09,116.24,115.87,0.36999999999999034,1.3200000000000074,0.1799999999999926,-1.1099999999999994,-0.3299999999999983,1.710000000000008
2024-02-12,115.73,116.24,-0.5099999999999909,0.36999999999999034,1.3200000000000074,0.1799999999999926,-1.1099999999999994,-0.3299999999999983
2024-02-13,116.0,115.73,0.269999999999996,-0.5099999999999909,0.36999999999999034,1.3200000000000074,0.1799999999999926,-1.1099999999999994
2024-02-14,114.07,116.0,-1.9300000000000068,0.269999999999996,-0.5099999999999909,0.36999999999999034,1.3200000000000074,0.1799999999999926
2024-02-15,114.16,114.07,0.09000000000000341,-1.9300000000000068,0.269999999999996,-0.5099999999999909,0.36999999999999034,1.3200000000000074
2024-02-16,116.28,114.16,2.1200000000000045,0.09000000000000341,-1.9300000000000068,0.269999999999996,-0.5099999999999909,0.36999999999999034
2024-02-19,117.13,116.28,0.8499999999999943,2.1200000000000045,0.09000000000000341,-1.9300000000000068,0.269999999999996,-0.5099999999999909
2024-02-20,116.95,117.13,-0.1799999999999926,0.8499999999999943,2.1200000000000045,0.09000000000000341,-1.9300000000000068,0.269999999999996
